order_id,customer_id,order_date,amount
932,99,2024-03-13,320.19
933,122,2024-01-30,457.49
934,98,2024-10-14,825.97
935,156,2024-06-20,918.3
936,63,2024-01-23,332.49
937,48,2024-06-08,383.75
938,57,2024-04-27,711.47
939,161,2024-06-15,521.45
940,156,2024-01-07,159.74
941,56,2024-11-16,358.96
942,148,2024-10-01,44.94
943,188,2024-05-05,604.07
944,113,2024-10-20,850.2
945,136,2024-06-24,233.53
946,65,2024-01-31,694.51
947,109,2024-11-20,243.92
948,88,2024-03-07,964.74
949,4,2024-06-02,58.22
950,107,2024-08-21,407.53
951,6,2024-11-10,164.12
952,30,2024-05-01,133.82
953,170,2024-05-03,327.69
954,87,2024-05-13,610.88
955,113,2024-10-11,302.64
956,175,2024-05-05,401.69
957,109,2024-08-11,353.58
958,68,2024-03-09,171.06
959,49,2024-06-10,184.97
960,53,2024-12-08,451.63
961,42,2024-12-19,274.15
962,51,2024-09-06,76.49
963,174,2024-01-21,967.09
964,103,2024-11-19,360.33
965,92,2024-10-06,999.72
966,141,2024-04-20,820.42
967,179,2024-09-29,739.89
968,82,2024-04-13,339.31
969,152,2024-09-06,472.22
970,85,2024-01-08,58.67
971,145,2024-04-10,552.16
972,147,2024-03-04,601.15
973,98,2024-09-23,366.39
974,47,2024-05-19,57.22
975,139,2024-01-05,798.33
976,20,2024-02-15,53.77
977,70,2024-01-17,950.13
978,154,2024-10-30,111.8
979,52,2024-12-17,502.09
980,183,2024-09-06,501.59
981,75,2024-08-03,452.4
982,155,2024-07-21,920.36
983,179,2024-08-06,419.43
984,179,2024-06-23,769.24
985,4,2024-12-30,486.95
986,73,2024-11-23,856.88
987,81,2024-12-02,850.03
988,96,2024-11-23,81.21
989,38,2024-11-18,459.35
990,13,2024-07-07,927.85
991,114,2024-01-22,693.97
992,171,2024-11-18,698.68
993,42,2024-11-15,313.41
994,194,2024-06-17,293.18
995,184,2024-10-12,958.3
996,47,2024-06-11,997.86
997,8,2024-10-08,831.9
998,71,2024-01-30,34.03
999,65,2024-10-18,837.46
1000,1,2024-02-06,25.55
